    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      0.0000      0.0000      0.0000      2.1008       1      0.0000
    2      2.0288      2.0288      2.0288      7.8992       2      0.0000
  -------------------------------------------------------------------------
